Group,Name,Language,SourceID,Level1 Id,Level2 Id,Level3 Id,Level4 Id,Analyzed [y/n],Text,ref Code,KW Ids,Keywords,Judicial Topic Ids,Juditial Topics,Index Ids,Index Terms,,Refference,
,Syro-Roman Lawbook,Syriac,60,1,,,,n,"ܐ܂ ܕܪܓܐ ܩܕܡܝܐ ܕܝܪܬܘܬܐ. ܐܢ ܡܿܐܬ ܓܒܪܐ ܘܠܐ ܟܬܒ ܕܝܐܬܝܩܝ/ܕܝܬܩܝ#2#/܃ ܘܢܿܪܦܐ ܒܢ̈ܝܐ
ܕܟܪ̈ܐ ܘܢܩܒ̈ܬܐ܃ ܝܿܪܬܝܢ ܫܘܝܐܝܬ܂ ܐܢܕܝܢ ܢܨܒܐ ܕܢܟܬܘܒ ܕܝܐܬܝܩܝ܃ ܡܘܪܬ ܠܒܢ̈ܘܗܝ ܐܝܟ ܨܒܝܢܗ܂  ܘܠܒܢ̈ܬܐ ܝܗܿܒ ܟܠ ܚܕܐ ܡܢܗܝܢ ܦܪܢܝܬܗܿ܂ ܡܘܢ ܕܐܿܬܐ ܠܟܠ ܚܕܐ ܡܢܗܝܢ/ܘܒܗܝܢ ܡܼܢ ܬܠܿܬ ܐܘ̈ܢܝܩܝܣ ܕܩܢܝܢܗ܂ ܡܼܢ ܗܠܝܢ ܓܝܪ ܬܠܿܬ ܐܘ̈ܢܝܩܘܣ܃ ܠܟܠܗܘܢ ܒܢܘ̈ܗܝ ܕܓܒܪܐ ܡܼܢ
ܢܡܘܣܐ ܡܬܦܠܓܝܢ܂ ܘܒܗܠܝܢ ܬܫ̈ܥ ܡܩܝܡ ܝܪ̈ܘܬܐ ܠܒܢ̈ܘܗܝ ܐܝܟ ܕܨܒܿܐ܂ ܐܢܕܝܢ ܠܝܬܝܪܐ ܡܕܡ ܨܒܿܐ ܕܢܬܠ ܠܒܢ̈ܘܗܝ ܫܠܝܛ ܗܼܘ܂ ܐܢܕܝܢ ܠܝܬ ܠܗ ܒܢ̈ܝܐ ܕܟܪ̈ܐ܂ ܒܢ̈ܬܐ ܐܘܿ ܒܪܬܐ ܝܿܪܬܢ ܠܗ ܠܓܒܪܐ܂ ܐܢܕܝܢ ܠܝܬ ܠܗ ܒܢ̈ܝܐ܂ ܫܠܝܛ ܗܼܘ ܕܢܘܪܬ ܠܟܠ ܕܨܒܿܐ܂ ܐܢܕܝܢ ܡܢܫܠܝ ܢܡܘܬ ܟܕ ܒܪܐ ܠܝܬ ܠܗ܃ ܘܠܐ ܢܟܬܘܒ  ܕܝܐܬܝܩܝ܃ ܝܿܪܬ ܠܗ܂ ܐܢ ܩܝܡ ܐܒܘܗܝ ܕܓܒܪܐ܂ ܐܢܕܝܢ ܠܐ ܩܝܡ ܐܒܘܗܝ܃ ܝܿܪܬܝܢ ܠܗ ܐܚܘ̈ܗܝ ܘܐܦ ܐܚܘ̈ܬܗ  ܫܘܝܐܝܬ܂ ܘܐܢ ܩܿܝܡܐ ܐܦ ܐܡܗ܃ ܐܦ ܗܼܝ ܡܬܡܢܝܐ ܐܝܟ ܚܕ ܡܼܢ ܒܢ̈ܝܗܿ ܫܘܝܐܝܬ ܒܝܪܬܘܬܐ ܕܒܪܗܿ܂ ܐܢܕܝܢ ܢܡܘܬ ܓܒܪܐ ܡܢܫܝܠ ܟܕ ܠܐ ܢܟܬܘܒ ܕܝܐܬܝܩܝ܃ ܘܠܐ ܐܝܬ ܠܗ ܠܐ ܐܒܐ ܘܠܐ ܐܡܐ ܘܠܐ ܒܢ̈ܝܐ܃ ܘܐܝܬ ܠܗ ܕ̈ܕܐ܃ ܝܿܪܬܝܢ ܒܢ̈ܝ ܕ̈ܕܐ܂ ܘܐܢ ܓܡܪܬ ܠܗܿ ܫܪܒܬܐ ܕܐܒܐ ܘܕܕ̈ܕܐ܃ ܘܡܬܩܪܝܐ ܫܪܒܬܐ ܕܒܢ̈ܝ ܚܬܐ܃ ܐܘܿ ܕܒܢ̈ܝ ܐܚܘ̈ܬܐ܂ ܘܐܢ ܓܡܪܬ ܠܗܿ ܐܦ ܗܕܐ ܫܪܒܬܐ܃ ܡ֯ܬܩܪܝܐ ܫܪܒܬܐ ܕܥ̈ܡܬܐ ܗܢܘ ܕܝܢ ܕܒܢ̈ܝܗܝܢ ܕܟܪ̈ܐ܂ ܘܐܢ ܠܝܬ ܠܗܝܢ ܕܟܪ̈ܐ܃ ܗܝܕܝܢ ܥ̈ܐܠܢ ܢܩܒ̈ܬܐ܂ ܗܟܢܐ ܗܘܿܐ ܝܘܒܠܐ ܕܝܪܬܘܬܐ ܕܪ̈ܝܢ ܕܪ̈ܝܢ܂ ܒܕܪܓܐ ܓܝܪ ܩܕܡܝܐ ܒܠܚܘܕ ܡܫܬܘ̈ܝܢ ܕܢܐܪ̈ܬܢ ܢܩܒ̈ܬܐ ܥܡ ܕܟܪ̈ܐ ܡܼܢ ܕܪܓܐ ܕܬܪ̈ܝܢ ܐܘܿ ܕܬܠܿܬܐ ܐܘܿ ܕܫܪܟܐ ܕܡܢ̈ܝܢܐ܃ ܡܬܪ̈ܚܩܢ  ܠܗܝܢ ܢܫ̈ܐ ܘܒܢ̈ܝܗܝܢ ܕܠܐ ܢܐܪ̈ܬܢ ܥܡ ܐܚܝ̈ܗܝܢ ܐܘܿ ܥܡ ܒܢ̈ܝ
ܐܚܝ̈ܗܝܢ܂ ܐܝܬ ܠܗܝܢ ܓܝܪ ܝܪܬܘܬܐ ܠܢܫ̈ܐ ܕܢܐܪ̈ܬܢ ܥܡ ܐܚܝ̈ܗܝܢ ܘܥܡ ܐܚܘ̈ܬܗܝܢ܃ ܐܢ ܢܡܘܬܘܢ  ܕܠܐ ܕܝܐܬܝ̈ܩܐܣ ܠܐܢܫܝ̈ܗܝܢ ܘܠܐܚܝ̈ܗܝܢ ܘܠܐܚܘ̈ܬܗܝܢ܂         ܗܢܘ ܕܪܓܐ ܩܕܡܝܐ܂ ܢܡܘ̈ܣܐ ܓܝܪ ܙܪܥܐ ܕܟܝܐ ܡܒܥܪܝܢ܂ ܘܐܝܢܐ ܕܩܪܝܒ ܠܗܢܐ ܡܩܪܒܝܢ ܠܝܪܬܘܬܐ ܕܡܬܩܪܝܐ ܪܗܘܡܐܝܬ ܐܢܘܓܢܛܘܣ/ܐܢܕܓܢܛܘܣ#2#/ ܕܡܬܬܪܓܡ ܓܢܣܐ ܩܪܝܒܐ܂ ܐܢ ܓܡܿܪ ܕܝܢ ܓܢܣܐ ܩܪܝܒܐ܃ ܡܬܩܪܒ ܓܢܣܐ         ܕܢܫ̈ܐ܂ ܕܐܝܬܘܗܝ ܒܕܡܘܬ ܐܪܥܐ/ܙܪܥܐ ^ܟܕ ܐܪܥܐ^#2#/܂ ܕܡܬܩܪܝܐ ܪܗܘܡܐܝܬ ܩܘܢܓܢܛܘܣ܂ ܕܡܬܬܪܓܡ ܓܢܣܐ ܕܒܬܪ ܓܢܣܐ ܩܪܝܒܐ܂ ܐܢܕܝܢ ܩܝܡ ܐܒܘܗܝ ܕܓܒܪܐ ܟܕ ܗܼܘ ܡܿܐܬ܂ ܠܐ ܫܠܝܛ ܠܗ ܕܢܟܬܘܒ ܕܝܐܬܝܩܝ ܟܕ ܐܒܘܗܝ ܩܝܡ܂ ܐܦܢ ܐܝܬ ܠܗ ܒ̈ܢܝܐ܃ ܬܚܝܬ ܫܘܥܒܕܐ ܐܢܘܢ ܕܐܒܐ         ܕܐܒܘܗܘܢ܂ ܘܡܕܡ ܕܩܢܝܢ ܒܢ̈ܝܐ ܒܟܠ ܦܘܪ̈ܣܝܢ ܒܝܘ̈ܡܝ ܚܝ̈ܝ ܐܒܘܗܘܢ܂ ܐܘܿ ܕܐܒܘܗܝ ܕܐܒܘܗܘܢ܂ ܡܫܥܒܕ ܗܘܼ ܠܐܒܘܗܘܢ
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,006000010000000000000000,x
,,Syriac,60,2,,,,n,"ܒ܂ ܐܫܬܐܠܘ ܢܡܘܣܐ܃ ܕܐܢ ܐܝܠܝܢ ܕܛܠܝܢ ܒܫܢ̈ܝܐ܃
ܡܨܝܢ ܥܒܿܕܝܢ ܕܝܐܬܝ̈ܩܐܣ܃ ܘܒܢ̈ܝ ܟܡܐ ܫܢ̈ܝܢ ܡܨܝܢ ܥܒܿܕܝܢ܂
ܛܠܝܬܐ ܕܝܢ ܥܕܡܐ ܕܗܘܿܝܐ ܒܪܬ ܬܪܬܥܣܪ̈ܐ ܫܢ̈ܝܢ ܬܚܝܬ
ܐܝܕܐ ܗܝ ܕܐܦܝܛܪܘܦܐ ܗܿܝ ܕܡܬܬܪܓܡ ܦܩܘܕܐ܂ ܘܠܐ ܡܨܝܐ
ܕܬܥܒܕ ܕܝܐܬܝܩܝ܂
ܡܐ ܕܥܒܪܬ ܕܝܢ ܠܬܪܬܥܣܪ̈ܐ ܫܢ̈ܝܢ܃ ܥܒܪܐ ܠܗܿ ܡܼܢ
ܫܘܥܒܕܐ ܕܐܦܝܛܪܘܦܐ܃ ܘܗܘܿܝܐ ܠܗܿ ܬܚܝܬ ܫܘܥܒܕܐ
ܕܩܘܪܛܘܪ܂ ܕܡܬܬܪܓܡ ܒܨܘܝܐ܂
ܘܡܼܢ ܙܒܢܐ ܕܗܘܿܝܐ ܛܠܝܬܐ ܒܫܘܥܒܕܐ ܕܩܘܪܛܘܪ܂ ܫܠܝܛܐ
ܕܬܥܒܕ ܕܝܐܬܝܩܝ܂
ܗܟܢܐ ܐܦ ܛܠܝܐ ܥܕܡܐ ܠܐܪܒܥܣܪ̈ܐ ܫܢ̈ܝܢ ܬܚܝܬ
ܫܘܥܒܕܐ ܗܘ ܕܐܦܝܛܪܘܦܐ܃ ܘܠܐ ܡܨܐ ܟܬܿܒ ܕܝܐܬܝܩܝ܂ ܡܼܢ
ܐܪܒܥܣܪ̈ܐ ܫܢ̈ܝܢ ܕܝܢ ܘܠܥܠ܃ ܗܘܿܐ ܠܗ ܬܚܝܬ ܫܘܥܒܕܐ
ܕܩܘܪܛܘܪ܂
ܗܘ̈ܝܢ ܕܝܢ ܐܝܠܝܢ ܕܛܠܝ̈ܢ ܬܚܝܬ ܫܘܥܒܕܐ ܕܩܘܘܪܛܘܪ܃
ܥܕܡܐ ܠܫܢ̈ܝܐ ܥܣܪ̈ܝܢ ܘܚܡ̈ܫ܂
ܘܡܼܢ ܥܣܪ̈ܝܢ ܘܚܡ̈ܫ ܫܢ̈ܝܢ ܘܠܥܠ܃ ܗܘܿܐ ܠܗ ܛܠܝܐ ܓܒܪܐ
ܫܠܡܐ܃ ܘܛܠܝܬܐ ܐܢܬܬܐ ܡܫܡܠܬܐ/ܡܫܟܠܠܬܐ#2#/܀",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,006000020000000000000000,x
,,Syriac,60,3,,,,n,"܂ ܐܢ ܡܨܐ ܐܒܘܗܿ ܕܐܢܬܬܐ ܕܡܿܐܬ ܒܥܠܗܿ ܡܦܪܢܣ
ܒܢ̈ܝܗܿ܂ ܐܢ ܝܗܿܒ ܥܪ̈ܒܐ ܡܨܐ ܗܘ ܡܦܪ̈ܢܣ܀",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,006000030000000000000000,x
,,Syriac,60,4,,,,n,"ܕ܂ ܐܢ ܢܡܘܬ ܓܒܪܐ ܘܢܫܒܘܩ ܒܢ̈ܝܐ ܝܬܡ̈ܐ܃ ܘܢܥܒܕ
ܕܝܐܬܝܩܝ ܘܢܟܬܘܒ ܐܦܝܛܪܘܦܐ ܥܠ ܒܢ̈ܘܗܝ ܐܘܿ ܩܘܪܛܘܪ܂
ܡܦܪܢܣܝܢ ܠܝܬܡ̈ܐ ܟܕ ܠܐ ܝܗܿܒܝܢ ܥܪ̈ܒܐ܂
ܐܢܕܝܢ ܠܐ ܢܥܒܕ ܕܝܐܬܝܩܝ ܓܒܪܐ ܘܢܡܘܬ܃ ܘܢܫܒܘܩ ܒܢ̈ܝܐ
ܘܐܝܬ ܒܗܘܢ ܒܒܢ̈ܘܗܝ ܕܗܘܘ ܒܢ̈ܝ ܥܣܪ̈ܝܢ ܘܚܡ̈ܫ ܫܢ̈ܝܢ܂
ܡܦܪܢܣܝܢ ܠܐܚܝ̈ܗܘܢ ܟܕ ܠܐ ܝܗܿܒܝܢ ܥܪ̈ܒܐ܂
ܐܢܕܝܢ ܢܡܘܬ ܓܒܪܐ ܟܕ ܠܐ ܢܥܒܕ ܕܝܐܬܝܩܝ܃ ܘܢܪܦܐ ܒܢ̈ܝܐ
ܕܛܠܝܢ܃ ܘܐܝܬ ܠܗ ܐܚܐ ܐܘܿ ܐܚ̈ܐ܃ ܠܚܕ ܡܼܢ ܐܚܘ̈ܗܝ܂ ܦܩܿܕ
ܢܡܘܣܐ ܕܢܗܘܐ ܩܘܪܛܘܪ ܐܘܿ ܐܦܝܛܪܘܦܐ܂
ܘܢܦܪܢܣ ܠܒܢ̈ܝ ܐܚܘܗܝ܂ ܟܕ ܥܠ ܐܝܕ̈ܝ ܡܟܬܒ̈ܢܐ ܟܬܒܝܢ
ܟܠܡܕܡ ܕܐܝܬ ܠܝܬܡ̈ܐ ܘܡܦܪܢܣ ܒܘܠܝܬܐ܂
ܐܢܕܝܢ ܠܝܬ ܠܗ ܐܚ̈ܐ܃ ܘܐܝܬ ܠܗ ܒܪ ܐܚܐ ܡܫܡܠܝܐ/ܡܫܟܠܠܐ#2#/܃
ܢܗܘܐ ܒܗܿ ܒܕܡܘܬܐ ܐܦܝܛܪܘܦܐ ܐܘܿ ܩܘܪܛܘܪ ܠܒܢ̈ܝ ܕܕܗ܂
ܐܢܕܝܢ ܢܡܘܬ ܓܒܪܐ ܘܢܪܦܐ ܒܢ̈ܝܐ ܕܛܠܝܢ܃ ܘܐܝܬ ܠܗ
ܐܢܬܬܐ ܘܠܐ ܟܬܒ ܕܝܐܬܝܩܝ܃ ܘܠܐ ܐܝܬ ܠܗ ܐܚ̈ܐ܃ ܘܨܿܒܝܐ
ܐܢܬܬܗ ܐܡܗܘܢ ܕܝܬܡ̈ܐ ܕܬܦܪܢܣ ܐܢܘܢ܃ ܘܿܠܐ ܠܗܿ
ܕܬܘܕܥ ܠܕܝܿܢܐ/ܠܕܐܚܕ#2#/ ܕܐܬܪܐ܃ ܘܬܩܝܡ ܩܝܡܐ ܩܕܡܘܗܝ
ܕܠܓܒܪܐ ܐܚܪܢܐ ܠܐ ܗܘܿܝܐ ܥܕܡܐ ܕܡܫܡܠܝܐ ܝܪܬܘܬܐ
ܕܝܬܡ̈ܐ ܕܐܬܗܝܡܢܬ܂
ܐܢܕܝܢ ܐܦܠܐ ܐܢܬܬܐ ܨܒܿܝܐ ܕܬܣܒܝ܂ ܛܠܝܐ/ܛܥܢܐ#2#/ ܕܒܢ̈ܝܗܿ
ܝܬܡ̈ܐ܂ ܢܡܘܣܐ ܦܩܿܕ ܠܐܣܛܪ̈ܛܝܓܐ ܕܡܕܝܢܬܐ ܕܐܝܬܝܗܘܢ
ܪ̈ܝܫܢܐ܃ ܕܗܢܘܢ ܢܫܡܗܘܢ ܠܗܘܢ ܠܝܬܡ̈ܐ ܐܦܝܛܪܘܦܐ
ܐܘܿ ܩܘܪܛܘܪ܂ ܟܕ ܝܗܿܒܝܢ ܠܗܘܢ ܐܓܪܐ ܝܕܝܥܐ ܠܘܩܒܠ ܚܝܠܐ
ܕܩܢܝܢܐ܂
ܢܡܘ̈ܣܐ ܕܝܢ ܦܩܿܕܝܢ܃ ܕܟܠܢܫ ܕܗܘܿܐ ܥܠ ܝܬܡ̈ܐ
ܐܦܝܛܪܘܦܐ܃ ܥܪܒܐ ܢܗܘܐ ܝܗܿܒ ܕܢܿܛܪ ܒܟܠ ܦܘܪ̈ܣܝܢ
ܢܟܣ̈ܝܗܘܢ ܘܩܢܝܢܗܘܢ ܕܝܬܡ̈ܐ܂ ܟܕ ܡܫܠܡ ܠܗܘܢ ܩܢܝܢܗܘܢ
ܡܐ ܕܗܘܘ ܐܢܫܐ܂
ܐܝܠܝܢ ܕܝܢ ܕܒܕܝܐܬܝ̈ܩܐܣ ܡܬܟܬܒܝܢ ܐܦܝܛܪ̈ܘܦܐ ܐܘܿ
ܩܘܪ̈ܛܘܪܣ ܦܩܿܕ ܢܡܘܣܐ܂ ܕܠܐ ܢܬܠܘܢ ܥܪ̈ܒܐ܂ ܡܛܠ
ܕܡܪ̈ܝܗܘܢ ܕܩܢ̈ܝܢܐ ܓܒܘ ܘܐܩܝܡܘ ܐܢܘܢ ܡܦܪ̈ܢܣܢܐ
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,006000040000000000000000,x
Egyptian,BGU 1.326 (Will of Longinus Castor),Greek,69,9056,,,,y,"[-ca.?- ἑρμηνεί]α διαθ(ήκης).
[Γάιος Λογγῖνος Κάστωρ οὐε]τρανὸς ἐντίμως ἀπ̣ολυθε[ὶ]ς
[ἐκ κλάσσης πραιτωρί]ας Μισηνῶν [δια]θήκην ἐποί[ησ]εν.
[ἐλευθέρας εἶναι κελεύω] Μαρκέλλαν δού[λη]ν μ[ο]υ μίζονα ἐ[τ]ῶν
5 [τριάκοντα καὶ Κλεοπάτρα]ν̣ δούλην μου μ[είζονα] ἐτῶν τριάκ[οντ]α
[- ca.23 -]ομο[ ̣] ἐξ ἴσου μ[έρους] ἐμοῦ κληρον[όμο]ι̣
[ἔστωσαν οἱ δὲ λοιποὶ πά]ν[τε]ς ἀπ̣οκληρονόμοι [μου] ἔ̣στωσαν. προσε[ρ]χέσ-
[θωσαν οὖν τῇ κληρονομίᾳ] μου(?)ἑκάστη ὑπὲρ τοῦ ἰδίου μέρους ὁπότ[α]ν
[γνῷ καὶ δύνηται μα]ρ[τύ]ρασθαι ἑαυτὴν ἐμοῦ κλ[η]ρονόμον εἶναι, μὴ ἐξῖ-
10[ναι] [δ]ὲ π̣[ι]π̣[ρά]σκιν μηδὲ ὑποτίθεσθαι. ἀλλʼ εἴ τι ἐὰν ἀν[θ]ρώπιν[ο]ν πά-
[θῃ] Μαρκέλλ[α] ἡ προγεγραμμένη, τότε τὸ μέρος τῆς κληρονομίας ἑαυτῆς
[πρ]ὸς Σαραπίωνα καὶ Σωκράτην καὶ Λόγγον καταντῆσαι θέλω. ὁμοίως
[Κλε]οπάτραν τὸ μέρος αὐτῆς πρὸς Νεῖλον καταντῆσαι θέλω. ὃς ἐάν μου κλη-
[ρον]όμος γέ[νητ]αι, ὑπεύθυνος ἔστω δῶναι ποιῆσαι παρασχέσθαι ταῦ-
15 [τα] πάντα, [ἃ ἐ]ν ταύτῃ τῇ διαθήκῃ μου γεγραμμένα εἴη, τῇ τε πίστι
[α]ὐτῆς παρακατατίθομαι.
[Σαρ]α̣πιὰς δούλη μου, θυγάτηρ Κλεοπάτρας ἀπελευθέρας μου, ἐλευθέρα ἔστω
[ᾗ κ]α̣ὶ̣ δίδωμι καταλίπω ἀρούρας σιτικὰς πέντε, ἃς ἔχω περὶ κώμην Κα-
[ρα]νίδα ἐν τόπῳ λεγομένῳ Στρουθῷ, ὁμοίως ἄρουραν μίαν τέταρτον
20[κο]ιλάδος, ὁμοίως τρίτον μέρος οἰκίας μ̣ου καὶ τρίτον μέρος ἐκ τῆς αὐ-
[τ]ῆς οἰκίας, ὃ ἠγόρασα πρότερον παρὰ Ἡρᾶ Πεθεῦτος μητρὸς Θασεῦτος,
[ὁ]μοίως τρίτον μέρος φοινικῶνος, ὃν ἔχω ἔγγιστα τῆς διώρυγος, ὃ καλεῖται
Παλαι[ὰ] Διῶρυξ. ἐκκο[μι]σθῆναι περιστ[αλ]ῆναί τε ἐμαυτὸ[ν] θέλω τῇ φροντίδι καὶ εὐσεβείᾳ
τῶν [κ]ληρονόμων μου. εἴ τι ἐὰν ἐγὼ μετὰ ταῦτα γεγραμμένον καταλίπω τῇ ἐμῇ χειρὶ γεγραμμένον
οἵῳ δή[π]οτε τρόπῳ βέβα[ιό]ν μοι εἶναι θέλω. ταύτῃ τῇ διαθήκῃ δόλος πονηρὸς ἀπέστη. οἰκετίαν
χρή-
ματα τ[ε] τῆς διαθήκης γε[ι]νομένης ἐπρίατο Ἰούλιος Πετρωνιανὸς σηστερτίου νούμμου ἑνός , ζυ
5 γοστα[τοῦ]ντος Γαίου Λουκρητίου Σατορνείλου, ἐπεγνοι. ἀντ̣εμαρτύρατο Μᾶρκον Σεμπρώνιον
Ἡρα
κλια[νόν], ἐπεγνοι. ἡ δια[θή]κη ἐγένετο ἐν κ[ώ]μῃ Καρανίδι νομῷ Ἀρσινοείτῃ πρὸ ιε καλανδῶν Νο
εμβρ[ι]ῶν δυσὶ Σιλάνοις ὑ[πά]τοις (ἔτους) λ Αὐτοκράτορος Καίσαρος Μάρ[κο]υ Αὐρηλίου
Κο[μμ]όδου
Ἀντωνεί[ν]ου
Εὐσεβοῦς Εὐτυχοῦς Σεβαστοῦ Ἀρμενιακοῦ Μηδικοῦ Παρθικοῦ Σαρματικοῦ Γερμανικοῦ Ἁθὺρ κα εἰ
δέ
τι πε[ρ]ισσὰ γράμματα τῇ χειρί μου γεγραμμένα καταλίπω βέβαια εἶναι θέλω.
10 ἠνύγη καὶ ἀνεγνώσθη Ἀρσινοείτῃ μητροπόλει ἐν τῇ Σεβαστῇ ἀγορᾷ ἐν τῇ στατιῶνι τῆς εἰκοσ-
τῆς τῶν κληρονομιῶν καὶ ἐλευθεριῶν πρὸ θ καλανδῶν Μαρτιῶν ὑπάτοις τοῖς οὖσι, (ἔτους) β
Αὐτοκράτορος
Καίσαρος Λουκίου Σεπτιμίου Σευήρου Περτίνακος Σεβαστοῦ Μεχεὶρ κζ. οἱ λοιποὶ σφρα(γισταὶ)
Γάιος Λογγῖνος Ἀκύλας, ἐπέγνοι, Ἰούλιος Βολύσσιος, Μᾶρκος Ἀντίστιος Πετρωνιανὸς Ἰούλιος
Γεμέλλος οὐετρ[α]νός.
15 ἑρμηνία κωδικίλλων διπτύχων. Γάιος Λογγῖνος Κάστωρ οὐετρανὸς ἀπολυθεὶς ἐν-
τίμως ἐκ κλάσσης πραιτωρίας Μισηνῶν κωδικίλλους ἐποίησα. Μᾶρκον Σεμπρώνιον Ἡρα-
κλιανὸν φίλον καὶ ἀξιόλο[γ]ον ἐποίησα ἐπίτροπον τῇ ἰδίᾳ πίστι. συνγενεῖ Ἰουλίῳ Σερήνῳ δίδωμι
καταλίπω σηστερτίους νούμμους δ. πρὸ ζ εἰδῶν Φεβραριῶν τῇ ἰδίᾳ μου χειρὶ ἔγραψα. ἐσφρά-
γισαν Λογγῖνος Ἀκύλας καὶ Οὐαλέριος Πρίσκος· σφραγισταί Γάιος Λογγῖνος Ἀκύλας ἐπέγνοι Ἰού-
20 λιος Φιλόξενος, Γάιος Λουκρήτιος Σατορνεῖλος, ἐπέγνοι, Γάιος Λογγῖνος Κάστωρ, Ἰούλιος
Γεμέλλος οὐε-
τρανός. ἠνύγησαν καὶ ἀνεγνώσθησαν τῇ αὐτῇ ἡμέρᾳ ἐν ᾗ καὶ ἡ διαθήκη ἐλύθη.
(hand 2) Γάιος Λούκκιος Γεμινι[ανὸ]ς νομικὸς Ῥωμαικὸς ἡρμήνευσα τὸ προκίμενον ἀντίγραφον καί
ἐστιν σύμφω-
νον τῇ αὐθεντικῇ διαθήκῃ. v
[- ca.19 - Γ]αί[ου] Λογ̣γείν̣ο̣υ̣ Κ[άσ]τορος.",006900905600000000000000,"209, 245, 276, 277, 278, 279, 280, 281, 282, 283, 284","legatum, cretio, codicil, manumission by testament, fideicommissum, cumulative legacy, veteran, disinheritance, opening of testament, manumission tax, specification of assets",29,Testaments,"662, 663, 664, 665, 739","ἑρμηνεία, κωδικίλλος διπτύχων, ἐλευθέρας εἶναι κελεύω, νομικὸς Ῥωμαικὸς, διαθήκη",Egypt P. 9056,006900905600000000000000,
,Gnomon 4-20,Greek,81,4,,,,y,δ [τ]ῶν [τ]ελευτω[ν] ἀδιαθέτως ο̣ἷς οὐδείς ἐστιν ἄλλος κατὰ νόμο̣υ̣ς̣ κληρονόμος τὰ ὑπάρχοντα τῷ φίσκῳ πρ̣οσκρείνεται.,008100040000000000000000,"69, 206","intestacy, fiscus","2, 6, 10","Property, Inheritance, Acquisition","483, 484, 485","ἀδιάθετος, κατὰ νόμους κληρονόμους, προσκρίνω",Gnomon 4,008100040000000000000000,
,,Greek,81,5,,,,y,"ε τ[ὰ] ὑπὸ Ἀλεξανδρέων οἷς οὐ πρ̣οσήκει διατασσόμενα χωρεῖ τοῖς κατὰ νόμους ⟦αυ⟧ κληρονομεῖν αὐτοὺς δυναμένοις, ἐάνπ̣ε̣ρ ὦσι καὶ ἐπιδικάζονται.",008100050000000000000000,"178, 209, 211","heir, legatum, testamenti factio passiva","2, 6, 7, 10","Property, Inheritance, Citizenship, Acquisition","484, 486, 487, 488","κατὰ νόμους κληρονόμους, διατάσσω, ἐπιδικάζω, Ἀλεξανδρεῖς",Gnomon 5,008100050000000000000000,
,,Greek,81,6,,,,y,"ϛ Ἀλεξανδρεῖ οὐκ ἐξὸν διατάξαι γυναικὶ γενεᾶς αὐτῷ ἐξ αὐτῆς μὴ οὔσης πλέον τετάρτου μέρους ἧς ἔχει περιουσίας,τέκνων δὲ αὐτῷ ἐξ αὐτῆς ὄντων οὐ πλείονος ἐξὸν μερίζειν τῇ γυναικὶ ἢ ὅσων ἐὰν ἑκάστῳ τῶν υἱῶν διατάξῃ.",008100060000000000000000,"178, 209, 211","heir, legatum, testamenti factio passiva","2, 6, 7, 10","Property, Inheritance, Citizenship, Acquisition","390, 486, 488, 489, 490, 491, 493","μερίζω, διατάσσω, Ἀλεξανδρεῖς, γυνή, περιουσία, τέκνον, γενεά",Gnomon 6,008100060000000000000000,
,,Greek,81,7,,,,y,"ζ δ[ι]αθῆκαι, ὅσαι μὴ κατὰ δημοσίους χρηματισμοὺς γείνωνται, ἄκυροί εἰσι.",008100070000000000000000,"212, 213","tax collectors, public document","2, 10, 29, 36","Property, Acquisition, Testaments, Forms of Will","503, 504, 739","δημόσιοι χρηματισμοί, ἄκυρος, διαθήκη",Gnomon 7,008100070000000000000000,
,,Greek,81,8,,,,y,"η ἐὰν Ῥωμαικῇ δια⟦κ⟧θήκῃ προσκαίηται ὅτι ὅσα δὲ ἐὰν διατά[ξ]ω κατὰ πινα̣κ̣ίδας Ἑλληνικὰς κύρια ἔστω, οὐ παραδεκτέα[ἐ]στίν, οὐ γὰρ ἔ[ξ]εστιν Ῥωμαίῳ διαθήκην Ἑλληνικὴν γράψαι.",008100080000000000000000,"209, 212","legatum, tax collectors","2, 6, 7, 10","Property, Inheritance, Citizenship, Acquisition","505, 506, 507, 739","κατὰ πινακίδας Ἑλληνικὰς, κύρια ἔστω, οὐ παραδεκτέα ἐστίν, διαθήκη",Gnomon 8,008100080000000000000000,
,,Greek,81,9,,,,y,"θ τ[ο]ὺς ἀπελευ[θ]έ̣ρους τῶν ἀστῶν \ἀτέκνους/ καὶ ἀδιαθέτους τελευτῶν τας κληρονο[μ]ο̣ῦσιν οἱ πάτρωνες ἢ οἱ τούτων υἱοί, ἐὰν ὦσικαὶ ἐπιδικά[ζ]ο̣νται, θυγατέρες δὲ ἢ ἄλλος τι\ς/ οὐ κληρονομήσουσι ἀλλὰ̣ ὁ φίσκος.",008100090000000000000000,"69, 178, 206","intestacy, heir, fiscus","2, 6, 10, 111","Property, Inheritance, Acquisition, Taxation","483, 487, 508, 509, 510, 512, 513","ἀδιάθετος, ἐπιδικάζω, ἀπελεύθερος, ἀστός , ἄτεκνος, κληρονομέω, πάτρων",Gnomon 9,008100090000000000000000,
